"dateTime","r0_1","Cn2","residual_Kolmo","r0Kalman","L0Kalman","residual_Kalman","r0power","r0expo","residual_power","r0max","r0min","Cn2max","Cn2min","r0noTT.0.","Cn2noTT","r0noTT.1.","residual_KolmonoTT","imamax","npixsat","offsets.0.","offsets.1.","flagdata","sensor","location"
2022-08-18 21:00:00,0.29035,1.1809e-12,0.01146,0.18194,0.16283,0.01056,0.78565,1.26607,0.01062,0.25525,0.34333,1.4638e-12,8.9313e-13,0.18488,0.17099,2.5058e-12,0.00329,65327.192,0,0,0,0,"freflow","1"
2022-08-18 21:05:00,0.42736,6.2006e-13,0.00559,0.22867,0.09513,0.00463,2.39067,1.12608,0.00467,0.37032,0.43747,7.8728e-13,5.9636e-13,0.25473,0.22316,1.4688e-12,0.00184,64050.212,0,1,0,0,"freflow","1"
2022-08-18 21:10:00,0.56307,3.9158e-13,0.00497,0.27458,0.08475,0.00463,3.43292,1.12022,0.00466,0.49684,0.67237,4.8239e-13,2.9135e-13,0.32287,0.27277,9.8943e-13,0.00159,64985.86,0,1,1,0,"freflow","1"
2022-08-18 21:15:00,0.45365,5.6134e-13,0.00588,0.23194,0.08857,0.00518,2.6378,1.11927,0.00522,0.38127,0.48444,7.4996e-13,5.0315e-13,0.25948,0.22667,1.4242e-12,0.00178,63384.826,0,1,0,0,"freflow","1"
2022-08-18 21:20:00,0.52331,4.4242e-13,0.00565,0.38117,0.34908,0.00551,1.89555,1.21946,0.0055,0.45353,0.61204,5.6158e-13,3.4077e-13,0.56936,0.46805,3.844e-13,0.0017,63781.344,0,1,0,0,"freflow","1"
2022-08-18 21:25:00,0.50275,4.7297e-13,0.00445,0.27184,0.1,0.00383,2.12777,1.20446,0.00387,0.43838,0.56263,5.943e-13,3.9209e-13,0.29246,0.24997,1.1668e-12,0.00144,65246.1,0,1,1,0,"freflow","1"
2022-08-18 21:30:00,0.44689,5.7556e-13,0.00597,0.22398,0.08769,0.00528,2.53346,1.11744,0.00533,0.36615,0.46611,8.0229e-13,5.3655e-13,0.26096,0.2276,1.4108e-12,0.00199,65201.482,0,1,1,0,"freflow","1"
2022-08-18 21:35:00,0.43398,6.0437e-13,0.00537,0.26123,0.14133,0.00482,1.55158,1.22378,0.00485,0.37292,0.4469,7.7815e-13,5.7555e-13,0.27486,0.23791,1.2939e-12,0.00164,63304.744,0,1,1,0,"freflow","1"
2022-08-18 21:40:00,0.39487,7.0741e-13,0.00812,0.26589,0.25074,0.00786,0.98141,1.30391,0.00788,0.31692,0.43156,1.0206e-12,6.1004e-13,0.2552,0.22364,1.4643e-12,0.0019,65115.048,0,1,1,0,"freflow","1"
2022-08-18 21:45:00,0.35207,8.5649e-13,0.0063,0.3056,1.00354,0.0062,0.49609,1.49945,0.00622,0.32518,0.40023,9.7776e-13,6.9168e-13,0.29611,0.2533,1.1429e-12,0.00159,62330.718,0,1,0,0,"freflow","1"
2022-08-18 21:50:00,0.45649,5.5554e-13,0.0039,0.35546,0.39259,0.00362,1.02377,1.36329,0.00362,0.42283,0.46877,6.3119e-13,5.3149e-13,0.33149,0.27876,9.469e-13,0.00136,62290.054,0,1,1,0,"freflow","1"
